Domain,DomainDefinition,Indicator,IndicatorDefinition,MeasureID,Measure,MeasureDefinition,DataSource,PeriodEndDate,Type,CategoryName,CategoryOption,Value,Unit,RSE,LowerCI,UpperCI,ComparisonCategoryName,ComparisonCategoryOption,Notes
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2015 12:00:00 AM,ACT,Gender,Male,81.2,Years,0,0,0,,,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",18,Access to GP services,This measure shows the proportion of adults who find it hard to access a General Practitioner (GP) service.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - broad groups,50-64,4.0021186,Proportion (%),,1.1802986,1.5208393,,,
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2007 12:00:00 AM,Comparison,Gender,Female,83.7,Years,0,0,0,Country,Australia,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2007 12:00:00 AM,Comparison,Gender,Male,79,Years,0,0,0,Country,Australia,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2016 12:00:00 AM,Comparison,Gender,Female,84.6,Years,0,0,0,Country,Australia,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2013 12:00:00 AM,ACT,Gender,Female,85,Years,0,0,0,,,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2009 12:00:00 AM,Comparison,Gender,Female,83.9,Years,0,0,0,Country,Australia,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2012 12:00:00 AM,Comparison,Gender,Male,79.9,Years,0,0,0,Country,Australia,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2014 12:00:00 AM,ACT,Gender,Male,81.4,Years,0,0,0,,,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",18,Access to GP services,This measure shows the proportion of adults who find it hard to access a General Practitioner (GP) service.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,35-44,5.25263,Proportion (%),,2.2717552,3.0850534,,,
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2017 12:00:00 AM,ACT,Gender,Female,85.2,Years,0,0,0,,,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2010 12:00:00 AM,ACT,Gender,Male,80.5,Years,0,0,0,,,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2016 12:00:00 AM,ACT,Gender,Male,81.3,Years,0,0,0,,,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2006 12:00:00 AM,ACT,Gender,Female,83.9,Years,0,0,0,,,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2008 12:00:00 AM,Comparison,Gender,Female,83.7,Years,0,0,0,Country,Australia,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2015 12:00:00 AM,ACT,Gender,Female,85.3,Years,0,0,0,,,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2018 12:00:00 AM,ACT,Gender,Male,81.2,Years,0,0,0,,,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",18,Access to GP services,This measure shows the proportion of adults who find it hard to access a General Practitioner (GP) service.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Disability,"Person with disability/long-term health condition, little/no difficulty with daily functions",2.875239,Proportion (%),,1.0175563,1.5628362,,,
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2008 12:00:00 AM,ACT,Gender,Male,80.1,Years,0,0,0,,,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2013 12:00:00 AM,ACT,Gender,Male,81.7,Years,0,0,0,,,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2016 12:00:00 AM,Comparison,Gender,Male,80.4,Years,0,0,0,Country,Australia,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2010 12:00:00 AM,Comparison,Gender,Male,79.5,Years,0,0,0,Country,Australia,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2010 12:00:00 AM,ACT,Gender,Female,84.7,Years,0,0,0,,,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2016 12:00:00 AM,ACT,Gender,Female,85.2,Years,0,0,0,,,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2018 12:00:00 AM,Comparison,Gender,Male,80.7,Years,0,0,0,Country,Australia,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",18,Access to GP services,This measure shows the proportion of adults who find it hard to access a General Practitioner (GP) service.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Children in household,No children in household,6.2130246,Proportion (%),,0.7897147,0.95559806,,,
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2014 12:00:00 AM,Comparison,Gender,Female,84.4,Years,0,0,0,Country,Australia,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2012 12:00:00 AM,Comparison,Gender,Female,84.3,Years,0,0,0,Country,Australia,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2006 12:00:00 AM,ACT,Gender,Male,80,Years,0,0,0,,,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2009 12:00:00 AM,Comparison,Gender,Male,79.3,Years,0,0,0,Country,Australia,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2017 12:00:00 AM,Comparison,Gender,Female,84.6,Years,0,0,0,Country,Australia,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2014 12:00:00 AM,ACT,Gender,Female,85.2,Years,0,0,0,,,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2009 12:00:00 AM,ACT,Gender,Female,84.3,Years,0,0,0,,,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",18,Access to GP services,This measure shows the proportion of adults who find it hard to access a General Practitioner (GP) service.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - broad groups,30-49,5.3616614,Proportion (%),,1.7112037,2.124469,,,
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2015 12:00:00 AM,Comparison,Gender,Female,84.5,Years,0,0,0,Country,Australia,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2005 12:00:00 AM,Comparison,Gender,Male,78.5,Years,0,0,0,Country,Australia,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2013 12:00:00 AM,Comparison,Gender,Male,80.1,Years,0,0,0,Country,Australia,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2014 12:00:00 AM,Comparison,Gender,Male,80.3,Years,0,0,0,Country,Australia,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Life expectancy,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",17,Life expectancy at birth,"Life expectancy at birth is one of the most commonly used measures of overall health of a population. Examining causes, patterns and trends in death can also help explain differences and changes in the health of a population, contribute to the evaluation of health strategies and interventions, and guide planning and policy making.",Australian Bureau of Statistics Life Tables.,12/31/2010 12:00:00 AM,Comparison,Gender,Female,84,Years,0,0,0,Country,Australia,Figures are based on three year rolling averages and year of death registration.
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",18,Access to GP services,This measure shows the proportion of adults who find it hard to access a General Practitioner (GP) service.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,UC Survey Option,Easy,74.85282,Proportion (%),,1.6753078,1.6230981,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",18,Access to GP services,This measure shows the proportion of adults who find it hard to access a General Practitioner (GP) service.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,UC Survey Option,Neither hard nor easy,19.630362,Proportion (%),,1.5260341,1.5867721,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",18,Access to GP services,This measure shows the proportion of adults who find it hard to access a General Practitioner (GP) service.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Carers,"Carer with 15 or more hours per week caring obligations, or varied/hard to say hours",12.512825,Proportion (%),,2.9976032,4.1034656,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",18,Access to GP services,This measure shows the proportion of adults who find it hard to access a General Practitioner (GP) service.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,25-34,8.357055,Proportion (%),,3.17475,4.4329796,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",18,Access to GP services,This measure shows the proportion of adults who find it hard to access a General Practitioner (GP) service.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Disability,Person with no disability,5.798492,Proportion (%),,0.9263153,1.1168176,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",18,Access to GP services,This measure shows the proportion of adults who find it hard to access a General Practitioner (GP) service.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - broad groups,65+,2.2169585,Proportion (%),,0.7245714,0.9758367,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",18,Access to GP services,This measure shows the proportion of adults who find it hard to access a General Practitioner (GP) service.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,UC Survey Option,Hard,5.516816,Proportion (%),,0.6887198,0.7875232,,,
