Domain,DomainDefinition,Indicator,IndicatorDefinition,MeasureID,Measure,MeasureDefinition,DataSource,PeriodEndDate,Type,CategoryName,CategoryOption,Value,Unit,RSE,LowerCI,UpperCI,ComparisonCategoryName,ComparisonCategoryOption,Notes
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Age - detailed groups,45-54,27.068031,Proportion (%),,7.1543164,8.808813,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Disability,"Person with disability/long-term health condition, little/no difficulty with daily functions",15.203627,Proportion (%),,5.744227,7.690359,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Age - detailed groups,25-34,34.261272,Proportion (%),,8.074749,8.678119,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Gender,Female,26.769596,Proportion (%),,3.8541193,4.146214,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Age - detailed groups,75+,30.893305,Proportion (%),,14.995064,25.473795,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Carers,Carer with 15 or more hours per week caring obligations,23.434532,Proportion (%),,9.666877,11.114305,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,UC Survey Option,Hardly ever lonely,37.565434,Proportion (%),,3.7950568,3.9392738,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Carers,Not a carer,25.65462,Proportion (%),,3.505118,3.7803273,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,55-64,9.026907,Proportion (%),,2.090475,2.444124,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,18-24,25.695572,Proportion (%),,8.328061,10.39064,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Children in household,No children in household,15.517902,Proportion (%),,1.2757865,1.3974133,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,75+,5.1948986,Proportion (%),,1.5845712,2.108499,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - broad groups,65+,6.627104,Proportion (%),,1.1594399,1.3485428,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,CALD 1,Born overseas - non-English speaking country,23.053509,Proportion (%),,7.650815,9.329448,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Disability,Person with no disability,18.322968,Proportion (%),,3.76797,4.25347,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,LGBTIQ+,LGBTIQ+,28.767998,Proportion (%),,6.4618826,7.9453716,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Age - detailed groups,55-64,11.398417,Proportion (%),,6.0203676,8.021483,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Carers,"Carer with < 15 hours per week caring obligations, or varied/hard to say hours",7.317253,Proportion (%),,2.7805648,4.0154243,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Age - broad groups,18-29,31.849936,Proportion (%),,7.5858316,8.147077,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Age - broad groups,50-64,17.394314,Proportion (%),,5.4730654,6.690207,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Gender,Female,15.220521,Proportion (%),,1.4459276,1.5812658,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,LGBTIQ+,Not LGBTIQ+,12.254769,Proportion (%),,1.0514865,1.1378316,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,UC Survey Option,Sometimes lonely,29.441765,Proportion (%),,1.5433044,1.5859883,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - broad groups,50-64,11.455161,Proportion (%),,1.9138649,2.167021,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Carers,Not a carer,13.474631,Proportion (%),,1.0774645,1.1644672,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,UC Survey Option,Often lonely,13.6264105,Proportion (%),,1.0015442,1.0768507,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Children in household,Children aged 0-4 in household,7.6380787,Proportion (%),,3.215032,4.175826,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,UC Survey Option,Sometimes lonely,36.84631,Proportion (%),,3.8935912,4.0007014,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,LGBTIQ+,Not LGBTIQ+,24.2047,Proportion (%),,3.3879466,3.6565933,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,CALD 1,Born overseas - non-English speaking country,9.587467,Proportion (%),,2.5236928,3.291385,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Gender,Male,11.924899,Proportion (%),,1.3404009,1.5081227,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,64-75,7.3454676,Proportion (%),,1.5218104,1.816689,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,35-44,14.061029,Proportion (%),,3.3823614,3.9889433,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,25-34,14.192316,Proportion (%),,4.430731,5.326905,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Carers,"Carer with < 15 hours per week caring obligations, or varied/hard to say hours",28.435066,Proportion (%),,10.02585,12.721279,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Children in household,Children aged 0-4 in household,26.38911,Proportion (%),,9.401939,10.79934,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,UC Survey Option,Hardly ever lonely,56.931824,Proportion (%),,1.7091131,1.6844296,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Disability,"Person with disability/long-term health condition, little/no difficulty with daily functions",10.068061,Proportion (%),,2.0495768,2.4780898,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Disability,Person with no disability,10.576485,Proportion (%),,1.187945,1.342549,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Children in household,Children aged 5-17 in household,26.839113,Proportion (%),,6.524343,7.49082,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Disability,"Person with disability, has moderate or high difficulty with daily functions",23.569624,Proportion (%),,2.1255393,2.3305838,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,LGBTIQ+,LGBTIQ+,33.949085,Proportion (%),,11.640274,13.6570425,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Carers,Carer,25.158606,Proportion (%),,7.1883383,8.167048,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Children in household,Children aged 5-17 in household,13.076266,Proportion (%),,2.9430487,3.440186,,,
