Domain,DomainDefinition,Indicator,IndicatorDefinition,MeasureID,Measure,MeasureDefinition,DataSource,PeriodEndDate,Type,CategoryName,CategoryOption,Value,Unit,RSE,LowerCI,UpperCI,ComparisonCategoryName,ComparisonCategoryOption,Notes
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,9,Overcrowding,"This measure shows the proportion of people living in appropriately sized dwellings; that is, dwellings that are not overcrowded.",ACT Government analysis of ABS Census of Population and Housing (Customised data reports),08/08/2006 12:00:00 AM,Comparison,Country,Australia,94.1,%,,,,,,"The proportion of people in appropriately sized dwellings (not overcrowded) is calculated from ABS Census data by using the Canadian National Occupancy Standard to determine the appropriate number of bedrooms for the household size and composition. 
The measure assesses the bedroom requirements of a household by specifying that there should be no more than two persons per bedroom, single adults or couples should have a separate bedroom, children less than five years of age of different sexes may reasonably share a bedroom, and children less than 18 years of age and of the same sex may reasonably share a bedroom."
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,9,Overcrowding,"This measure shows the proportion of people living in appropriately sized dwellings; that is, dwellings that are not overcrowded.",ACT Government analysis of ABS Census of Population and Housing (Customised data reports),08/09/2016 12:00:00 AM,Comparison,State / Territory,NSW,91.6,%,,,,,,"The proportion of people in appropriately sized dwellings (not overcrowded) is calculated from ABS Census data by using the Canadian National Occupancy Standard to determine the appropriate number of bedrooms for the household size and composition. 
The measure assesses the bedroom requirements of a household by specifying that there should be no more than two persons per bedroom, single adults or couples should have a separate bedroom, children less than five years of age of different sexes may reasonably share a bedroom, and children less than 18 years of age and of the same sex may reasonably share a bedroom."
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,9,Overcrowding,"This measure shows the proportion of people living in appropriately sized dwellings; that is, dwellings that are not overcrowded.",ACT Government analysis of ABS Census of Population and Housing (Customised data reports),08/09/2011 12:00:00 AM,Comparison,State / Territory,WA,95.4,%,,,,,,"The proportion of people in appropriately sized dwellings (not overcrowded) is calculated from ABS Census data by using the Canadian National Occupancy Standard to determine the appropriate number of bedrooms for the household size and composition. 
The measure assesses the bedroom requirements of a household by specifying that there should be no more than two persons per bedroom, single adults or couples should have a separate bedroom, children less than five years of age of different sexes may reasonably share a bedroom, and children less than 18 years of age and of the same sex may reasonably share a bedroom."
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,9,Overcrowding,"This measure shows the proportion of people living in appropriately sized dwellings; that is, dwellings that are not overcrowded.",ACT Government analysis of ABS Census of Population and Housing (Customised data reports),08/07/2001 12:00:00 AM,Comparison,State / Territory,TAS,95.5,%,,,,,,"The proportion of people in appropriately sized dwellings (not overcrowded) is calculated from ABS Census data by using the Canadian National Occupancy Standard to determine the appropriate number of bedrooms for the household size and composition. 
The measure assesses the bedroom requirements of a household by specifying that there should be no more than two persons per bedroom, single adults or couples should have a separate bedroom, children less than five years of age of different sexes may reasonably share a bedroom, and children less than 18 years of age and of the same sex may reasonably share a bedroom."
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,9,Overcrowding,"This measure shows the proportion of people living in appropriately sized dwellings; that is, dwellings that are not overcrowded.",ACT Government analysis of ABS Census of Population and Housing (Customised data reports),08/09/2016 12:00:00 AM,Comparison,State / Territory,TAS,95.6,%,,,,,,"The proportion of people in appropriately sized dwellings (not overcrowded) is calculated from ABS Census data by using the Canadian National Occupancy Standard to determine the appropriate number of bedrooms for the household size and composition. 
The measure assesses the bedroom requirements of a household by specifying that there should be no more than two persons per bedroom, single adults or couples should have a separate bedroom, children less than five years of age of different sexes may reasonably share a bedroom, and children less than 18 years of age and of the same sex may reasonably share a bedroom."
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,9,Overcrowding,"This measure shows the proportion of people living in appropriately sized dwellings; that is, dwellings that are not overcrowded.",ACT Government analysis of ABS Census of Population and Housing (Customised data reports),08/09/2011 12:00:00 AM,Comparison,Country,Australia,93.4,%,,,,,,"The proportion of people in appropriately sized dwellings (not overcrowded) is calculated from ABS Census data by using the Canadian National Occupancy Standard to determine the appropriate number of bedrooms for the household size and composition. 
The measure assesses the bedroom requirements of a household by specifying that there should be no more than two persons per bedroom, single adults or couples should have a separate bedroom, children less than five years of age of different sexes may reasonably share a bedroom, and children less than 18 years of age and of the same sex may reasonably share a bedroom."
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,9,Overcrowding,"This measure shows the proportion of people living in appropriately sized dwellings; that is, dwellings that are not overcrowded.",ACT Government analysis of ABS Census of Population and Housing (Customised data reports),08/08/2006 12:00:00 AM,Comparison,State / Territory,TAS,95.4,%,,,,,,"The proportion of people in appropriately sized dwellings (not overcrowded) is calculated from ABS Census data by using the Canadian National Occupancy Standard to determine the appropriate number of bedrooms for the household size and composition. 
The measure assesses the bedroom requirements of a household by specifying that there should be no more than two persons per bedroom, single adults or couples should have a separate bedroom, children less than five years of age of different sexes may reasonably share a bedroom, and children less than 18 years of age and of the same sex may reasonably share a bedroom."
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,9,Overcrowding,"This measure shows the proportion of people living in appropriately sized dwellings; that is, dwellings that are not overcrowded.",ACT Government analysis of ABS Census of Population and Housing (Customised data reports),08/09/2011 12:00:00 AM,Comparison,State / Territory,SA,95,%,,,,,,"The proportion of people in appropriately sized dwellings (not overcrowded) is calculated from ABS Census data by using the Canadian National Occupancy Standard to determine the appropriate number of bedrooms for the household size and composition. 
The measure assesses the bedroom requirements of a household by specifying that there should be no more than two persons per bedroom, single adults or couples should have a separate bedroom, children less than five years of age of different sexes may reasonably share a bedroom, and children less than 18 years of age and of the same sex may reasonably share a bedroom."
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,9,Overcrowding,"This measure shows the proportion of people living in appropriately sized dwellings; that is, dwellings that are not overcrowded.",ACT Government analysis of ABS Census of Population and Housing (Customised data reports),08/08/2006 12:00:00 AM,Comparison,State / Territory,NT,76.7,%,,,,,,"The proportion of people in appropriately sized dwellings (not overcrowded) is calculated from ABS Census data by using the Canadian National Occupancy Standard to determine the appropriate number of bedrooms for the household size and composition. 
The measure assesses the bedroom requirements of a household by specifying that there should be no more than two persons per bedroom, single adults or couples should have a separate bedroom, children less than five years of age of different sexes may reasonably share a bedroom, and children less than 18 years of age and of the same sex may reasonably share a bedroom."
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,9,Overcrowding,"This measure shows the proportion of people living in appropriately sized dwellings; that is, dwellings that are not overcrowded.",ACT Government analysis of ABS Census of Population and Housing (Customised data reports),08/09/2011 12:00:00 AM,Comparison,State / Territory,VIC,93.6,%,,,,,,"The proportion of people in appropriately sized dwellings (not overcrowded) is calculated from ABS Census data by using the Canadian National Occupancy Standard to determine the appropriate number of bedrooms for the household size and composition. 
The measure assesses the bedroom requirements of a household by specifying that there should be no more than two persons per bedroom, single adults or couples should have a separate bedroom, children less than five years of age of different sexes may reasonably share a bedroom, and children less than 18 years of age and of the same sex may reasonably share a bedroom."
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,9,Overcrowding,"This measure shows the proportion of people living in appropriately sized dwellings; that is, dwellings that are not overcrowded.",ACT Government analysis of ABS Census of Population and Housing (Customised data reports),08/07/2001 12:00:00 AM,Comparison,Country,Australia,93.4,%,,,,,,"The proportion of people in appropriately sized dwellings (not overcrowded) is calculated from ABS Census data by using the Canadian National Occupancy Standard to determine the appropriate number of bedrooms for the household size and composition. 
The measure assesses the bedroom requirements of a household by specifying that there should be no more than two persons per bedroom, single adults or couples should have a separate bedroom, children less than five years of age of different sexes may reasonably share a bedroom, and children less than 18 years of age and of the same sex may reasonably share a bedroom."
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,9,Overcrowding,"This measure shows the proportion of people living in appropriately sized dwellings; that is, dwellings that are not overcrowded.",ACT Government analysis of ABS Census of Population and Housing (Customised data reports),08/09/2011 12:00:00 AM,Comparison,State / Territory,TAS,95.3,%,,,,,,"The proportion of people in appropriately sized dwellings (not overcrowded) is calculated from ABS Census data by using the Canadian National Occupancy Standard to determine the appropriate number of bedrooms for the household size and composition. 
The measure assesses the bedroom requirements of a household by specifying that there should be no more than two persons per bedroom, single adults or couples should have a separate bedroom, children less than five years of age of different sexes may reasonably share a bedroom, and children less than 18 years of age and of the same sex may reasonably share a bedroom."
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,9,Overcrowding,"This measure shows the proportion of people living in appropriately sized dwellings; that is, dwellings that are not overcrowded.",ACT Government analysis of ABS Census of Population and Housing (Customised data reports),08/08/2006 12:00:00 AM,Comparison,State / Territory,WA,92.9,%,,,,,,"The proportion of people in appropriately sized dwellings (not overcrowded) is calculated from ABS Census data by using the Canadian National Occupancy Standard to determine the appropriate number of bedrooms for the household size and composition. 
The measure assesses the bedroom requirements of a household by specifying that there should be no more than two persons per bedroom, single adults or couples should have a separate bedroom, children less than five years of age of different sexes may reasonably share a bedroom, and children less than 18 years of age and of the same sex may reasonably share a bedroom."
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,9,Overcrowding,"This measure shows the proportion of people living in appropriately sized dwellings; that is, dwellings that are not overcrowded.",ACT Government analysis of ABS Census of Population and Housing (Customised data reports),08/09/2016 12:00:00 AM,ACT,All,,95.7,%,,,,,,"The proportion of people in appropriately sized dwellings (not overcrowded) is calculated from ABS Census data by using the Canadian National Occupancy Standard to determine the appropriate number of bedrooms for the household size and composition. 
The measure assesses the bedroom requirements of a household by specifying that there should be no more than two persons per bedroom, single adults or couples should have a separate bedroom, children less than five years of age of different sexes may reasonably share a bedroom, and children less than 18 years of age and of the same sex may reasonably share a bedroom."
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,9,Overcrowding,"This measure shows the proportion of people living in appropriately sized dwellings; that is, dwellings that are not overcrowded.",ACT Government analysis of ABS Census of Population and Housing (Customised data reports),08/09/2011 12:00:00 AM,Comparison,State / Territory,NSW,91.9,%,,,,,,"The proportion of people in appropriately sized dwellings (not overcrowded) is calculated from ABS Census data by using the Canadian National Occupancy Standard to determine the appropriate number of bedrooms for the household size and composition. 
The measure assesses the bedroom requirements of a household by specifying that there should be no more than two persons per bedroom, single adults or couples should have a separate bedroom, children less than five years of age of different sexes may reasonably share a bedroom, and children less than 18 years of age and of the same sex may reasonably share a bedroom."
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,9,Overcrowding,"This measure shows the proportion of people living in appropriately sized dwellings; that is, dwellings that are not overcrowded.",ACT Government analysis of ABS Census of Population and Housing (Customised data reports),08/09/2011 12:00:00 AM,Comparison,State / Territory,QLD,94.4,%,,,,,,"The proportion of people in appropriately sized dwellings (not overcrowded) is calculated from ABS Census data by using the Canadian National Occupancy Standard to determine the appropriate number of bedrooms for the household size and composition. 
The measure assesses the bedroom requirements of a household by specifying that there should be no more than two persons per bedroom, single adults or couples should have a separate bedroom, children less than five years of age of different sexes may reasonably share a bedroom, and children less than 18 years of age and of the same sex may reasonably share a bedroom."
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,9,Overcrowding,"This measure shows the proportion of people living in appropriately sized dwellings; that is, dwellings that are not overcrowded.",ACT Government analysis of ABS Census of Population and Housing (Customised data reports),08/07/2001 12:00:00 AM,Comparison,State / Territory,NSW,91.9,%,,,,,,"The proportion of people in appropriately sized dwellings (not overcrowded) is calculated from ABS Census data by using the Canadian National Occupancy Standard to determine the appropriate number of bedrooms for the household size and composition. 
The measure assesses the bedroom requirements of a household by specifying that there should be no more than two persons per bedroom, single adults or couples should have a separate bedroom, children less than five years of age of different sexes may reasonably share a bedroom, and children less than 18 years of age and of the same sex may reasonably share a bedroom."
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,9,Overcrowding,"This measure shows the proportion of people living in appropriately sized dwellings; that is, dwellings that are not overcrowded.",ACT Government analysis of ABS Census of Population and Housing (Customised data reports),08/07/2001 12:00:00 AM,Comparison,State / Territory,NT,75.9,%,,,,,,"The proportion of people in appropriately sized dwellings (not overcrowded) is calculated from ABS Census data by using the Canadian National Occupancy Standard to determine the appropriate number of bedrooms for the household size and composition. 
The measure assesses the bedroom requirements of a household by specifying that there should be no more than two persons per bedroom, single adults or couples should have a separate bedroom, children less than five years of age of different sexes may reasonably share a bedroom, and children less than 18 years of age and of the same sex may reasonably share a bedroom."
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,9,Overcrowding,"This measure shows the proportion of people living in appropriately sized dwellings; that is, dwellings that are not overcrowded.",ACT Government analysis of ABS Census of Population and Housing (Customised data reports),08/07/2001 12:00:00 AM,Comparison,State / Territory,WA,95.6,%,,,,,,"The proportion of people in appropriately sized dwellings (not overcrowded) is calculated from ABS Census data by using the Canadian National Occupancy Standard to determine the appropriate number of bedrooms for the household size and composition. 
The measure assesses the bedroom requirements of a household by specifying that there should be no more than two persons per bedroom, single adults or couples should have a separate bedroom, children less than five years of age of different sexes may reasonably share a bedroom, and children less than 18 years of age and of the same sex may reasonably share a bedroom."
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,9,Overcrowding,"This measure shows the proportion of people living in appropriately sized dwellings; that is, dwellings that are not overcrowded.",ACT Government analysis of ABS Census of Population and Housing (Customised data reports),08/08/2006 12:00:00 AM,ACT,All,,96.7,%,,,,,,"The proportion of people in appropriately sized dwellings (not overcrowded) is calculated from ABS Census data by using the Canadian National Occupancy Standard to determine the appropriate number of bedrooms for the household size and composition. 
The measure assesses the bedroom requirements of a household by specifying that there should be no more than two persons per bedroom, single adults or couples should have a separate bedroom, children less than five years of age of different sexes may reasonably share a bedroom, and children less than 18 years of age and of the same sex may reasonably share a bedroom."
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,9,Overcrowding,"This measure shows the proportion of people living in appropriately sized dwellings; that is, dwellings that are not overcrowded.",ACT Government analysis of ABS Census of Population and Housing (Customised data reports),08/07/2001 12:00:00 AM,Comparison,State / Territory,SA,95.2,%,,,,,,"The proportion of people in appropriately sized dwellings (not overcrowded) is calculated from ABS Census data by using the Canadian National Occupancy Standard to determine the appropriate number of bedrooms for the household size and composition. 
The measure assesses the bedroom requirements of a household by specifying that there should be no more than two persons per bedroom, single adults or couples should have a separate bedroom, children less than five years of age of different sexes may reasonably share a bedroom, and children less than 18 years of age and of the same sex may reasonably share a bedroom."
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,9,Overcrowding,"This measure shows the proportion of people living in appropriately sized dwellings; that is, dwellings that are not overcrowded.",ACT Government analysis of ABS Census of Population and Housing (Customised data reports),08/09/2016 12:00:00 AM,Comparison,State / Territory,SA,95,%,,,,,,"The proportion of people in appropriately sized dwellings (not overcrowded) is calculated from ABS Census data by using the Canadian National Occupancy Standard to determine the appropriate number of bedrooms for the household size and composition. 
The measure assesses the bedroom requirements of a household by specifying that there should be no more than two persons per bedroom, single adults or couples should have a separate bedroom, children less than five years of age of different sexes may reasonably share a bedroom, and children less than 18 years of age and of the same sex may reasonably share a bedroom."
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,9,Overcrowding,"This measure shows the proportion of people living in appropriately sized dwellings; that is, dwellings that are not overcrowded.",ACT Government analysis of ABS Census of Population and Housing (Customised data reports),08/09/2016 12:00:00 AM,Comparison,Country,Australia,93.5,%,,,,,,"The proportion of people in appropriately sized dwellings (not overcrowded) is calculated from ABS Census data by using the Canadian National Occupancy Standard to determine the appropriate number of bedrooms for the household size and composition. 
The measure assesses the bedroom requirements of a household by specifying that there should be no more than two persons per bedroom, single adults or couples should have a separate bedroom, children less than five years of age of different sexes may reasonably share a bedroom, and children less than 18 years of age and of the same sex may reasonably share a bedroom."
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,9,Overcrowding,"This measure shows the proportion of people living in appropriately sized dwellings; that is, dwellings that are not overcrowded.",ACT Government analysis of ABS Census of Population and Housing (Customised data reports),08/09/2011 12:00:00 AM,Comparison,State / Territory,NT,76.1,%,,,,,,"The proportion of people in appropriately sized dwellings (not overcrowded) is calculated from ABS Census data by using the Canadian National Occupancy Standard to determine the appropriate number of bedrooms for the household size and composition. 
The measure assesses the bedroom requirements of a household by specifying that there should be no more than two persons per bedroom, single adults or couples should have a separate bedroom, children less than five years of age of different sexes may reasonably share a bedroom, and children less than 18 years of age and of the same sex may reasonably share a bedroom."
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,9,Overcrowding,"This measure shows the proportion of people living in appropriately sized dwellings; that is, dwellings that are not overcrowded.",ACT Government analysis of ABS Census of Population and Housing (Customised data reports),08/08/2006 12:00:00 AM,Comparison,State / Territory,NSW,92.9,%,,,,,,"The proportion of people in appropriately sized dwellings (not overcrowded) is calculated from ABS Census data by using the Canadian National Occupancy Standard to determine the appropriate number of bedrooms for the household size and composition. 
The measure assesses the bedroom requirements of a household by specifying that there should be no more than two persons per bedroom, single adults or couples should have a separate bedroom, children less than five years of age of different sexes may reasonably share a bedroom, and children less than 18 years of age and of the same sex may reasonably share a bedroom."
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,9,Overcrowding,"This measure shows the proportion of people living in appropriately sized dwellings; that is, dwellings that are not overcrowded.",ACT Government analysis of ABS Census of Population and Housing (Customised data reports),08/07/2001 12:00:00 AM,Comparison,State / Territory,VIC,93.5,%,,,,,,"The proportion of people in appropriately sized dwellings (not overcrowded) is calculated from ABS Census data by using the Canadian National Occupancy Standard to determine the appropriate number of bedrooms for the household size and composition. 
The measure assesses the bedroom requirements of a household by specifying that there should be no more than two persons per bedroom, single adults or couples should have a separate bedroom, children less than five years of age of different sexes may reasonably share a bedroom, and children less than 18 years of age and of the same sex may reasonably share a bedroom."
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,132,Housing suitability index,"This measure shows the percentage of adults who report having high housing suitability. Housing suitability looks at whether people feel that their home meets their needs, is well maintained, and is in a satisfactory condition inside and out. Self-reported housing suitability based on ""how well my home meets my needs"" is a strong way to measure housing suitability. This is because people think about the question based on their needs rather than according to a pre-defined set of characteristics that may not be relevant to their circumstances.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Carers,"Carer with 15 or more hours per week caring obligations, or varied/hard to say hours",60.78025,Proportion (%),,7.1000004,6.8,,,
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,132,Housing suitability index,"This measure shows the percentage of adults who report having high housing suitability. Housing suitability looks at whether people feel that their home meets their needs, is well maintained, and is in a satisfactory condition inside and out. Self-reported housing suitability based on ""how well my home meets my needs"" is a strong way to measure housing suitability. This is because people think about the question based on their needs rather than according to a pre-defined set of characteristics that may not be relevant to their circumstances.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,UC Survey Option,Low,6.527444,Proportion (%),,0.9,1,,,
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,132,Housing suitability index,"This measure shows the percentage of adults who report having high housing suitability. Housing suitability looks at whether people feel that their home meets their needs, is well maintained, and is in a satisfactory condition inside and out. Self-reported housing suitability based on ""how well my home meets my needs"" is a strong way to measure housing suitability. This is because people think about the question based on their needs rather than according to a pre-defined set of characteristics that may not be relevant to their circumstances.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,64-75,79.28043,Proportion (%),,3.3,3,,,
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,132,Housing suitability index,"This measure shows the percentage of adults who report having high housing suitability. Housing suitability looks at whether people feel that their home meets their needs, is well maintained, and is in a satisfactory condition inside and out. Self-reported housing suitability based on ""how well my home meets my needs"" is a strong way to measure housing suitability. This is because people think about the question based on their needs rather than according to a pre-defined set of characteristics that may not be relevant to their circumstances.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,75+,78.70945,Proportion (%),,4.5,4,,,
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,132,Housing suitability index,"This measure shows the percentage of adults who report having high housing suitability. Housing suitability looks at whether people feel that their home meets their needs, is well maintained, and is in a satisfactory condition inside and out. Self-reported housing suitability based on ""how well my home meets my needs"" is a strong way to measure housing suitability. This is because people think about the question based on their needs rather than according to a pre-defined set of characteristics that may not be relevant to their circumstances.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,UC Survey Option,High,73.32287,Proportion (%),,1.7,1.7,,,
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,132,Housing suitability index,"This measure shows the percentage of adults who report having high housing suitability. Housing suitability looks at whether people feel that their home meets their needs, is well maintained, and is in a satisfactory condition inside and out. Self-reported housing suitability based on ""how well my home meets my needs"" is a strong way to measure housing suitability. This is because people think about the question based on their needs rather than according to a pre-defined set of characteristics that may not be relevant to their circumstances.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Disability,"Person with disability/long-term health condition, little/no difficulty with daily functions",76.49612,Proportion (%),,4.004036,3.67742,,,
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,132,Housing suitability index,"This measure shows the percentage of adults who report having high housing suitability. Housing suitability looks at whether people feel that their home meets their needs, is well maintained, and is in a satisfactory condition inside and out. Self-reported housing suitability based on ""how well my home meets my needs"" is a strong way to measure housing suitability. This is because people think about the question based on their needs rather than according to a pre-defined set of characteristics that may not be relevant to their circumstances.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,CALD 1,Born overseas - English speaking country,72.09013,Proportion (%),,5.1,4.5,,,
Housing and home,Having a place to call home,Housing suitability,Having a house or place that is suitable to your needs is a key determinant of wellbeing. This indicator will measure the proportion of households that are overcrowded in the ACT and will include a housing suitability index which measures household accessibility and quality.,132,Housing suitability index,"This measure shows the percentage of adults who report having high housing suitability. Housing suitability looks at whether people feel that their home meets their needs, is well maintained, and is in a satisfactory condition inside and out. Self-reported housing suitability based on ""how well my home meets my needs"" is a strong way to measure housing suitability. This is because people think about the question based on their needs rather than according to a pre-defined set of characteristics that may not be relevant to their circumstances.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,18-24,83.79073,Proportion (%),,11.200001,9,,,
